Protein,Localization
USO1,Cytosol
USP10,Nuclear
USP11,Nuclear
USP13,Cytosol
USP14,Cytosol
USP15,Cytosol
USP16,Cytosol
USP19,Cytosol
USP22,Nuclear
USP24,Cytosol
USP25,Cytosol
USP28,Nuclear
USP3,Nuclear
USP33,Secretory
USP34,Cytosol
USP36,Nuclear
USP39,Nuclear
USP4,Cytosol
USP40,Cytosol
USP47,Cytosol
USP48,Nuclear
USP5,Cytosol
USP7,Nuclear
USP8,Cytosol
USP9X,Cytosol
UTP14A,Nuclear
UTP14C,Nuclear
UTP15,Nuclear
UTP18,Nuclear
UTP20,Nuclear
UTP23,Nuclear
UTP3,Nuclear
UTP6,Nuclear
UVRAG,Cytosol
VAC14,Cytosol
VAMP3,Secretory
VAMP7,Secretory
VAMP8,Secretory
VAPA,Secretory
VAPB,Secretory
VASN,Secretory
VASP,Cytosol
VAT1,Cytosol
VAV2,Cytosol
VAV3,Cytosol
VBP1,Cytosol
VCL,Cytosol
VCP,Cytosol
VCPIP1,Cytosol
VDAC1,Mitochondria
VDAC2,Mitochondria
VDAC3,Mitochondria
VEZF1,Nuclear
VGLL4,Nuclear
VMAC,Nuclear
VPS11,Cytosol
VPS13A,Secretory
VPS13C,Cytosol
VPS13D,Cytosol
VPS18,Cytosol
VPS25,Cytosol
VPS26A,Cytosol
VPS26B,Cytosol
VPS28,Cytosol
VPS29,Cytosol
VPS33A,Cytosol
VPS33B,Cytosol
VPS35,Cytosol
VPS36,Cytosol
VPS37A,Cytosol
VPS37B,Cytosol
VPS37C,Cytosol
VPS39,Cytosol
VPS4A,Cytosol
VPS4B,Cytosol
VPS52,Cytosol
VPS53,Cytosol
VPS72,Nuclear
VPS8,Cytosol
VRK1,Nuclear
VRK2,Secretory
VTA1,Cytosol
VTI1A,Secretory
VTI1B,Secretory
VWA1,Secretory
WAC,Nuclear
WARS2,Mitochondria
WASF2,Cytosol
WASL,Cytosol
WBP11,Nuclear
WBP2,Cytosol
WBP4,Nuclear
WDFY1,Secretory
WDFY3,Cytosol
WDHD1,Nuclear
WDR1,Cytosol
WDR12,Nuclear
WDR13,Cytosol
WDR18,Nuclear
WDR19,Cytosol
WDR24,Nuclear
WDR26,Cytosol
WDR3,Nuclear
WDR33,Nuclear
WDR35,Cytosol
WDR36,Nuclear
WDR37,Cytosol
WDR4,Nuclear
WDR43,Nuclear
WDR44,Cytosol
WDR45,Cytosol
WDR46,Nuclear
WDR47,Cytosol
WDR5,Nuclear
WDR54,Cytosol
WDR55,Nuclear
WDR59,Cytosol
WDR6,Cytosol
WDR61,Cytosol
WDR7,Cytosol
WDR70,Nuclear
WDR74,Nuclear
WDR75,Nuclear
WDR77,Cytosol
WDR81,Cytosol
WDR82,Nuclear
WDR83,Nuclear
WDR89,Nuclear
WDR91,Cytosol
WDSUB1,Cytosol
WDTC1,Cytosol
WIPF1,Cytosol
WIPF2,Cytosol
WIPI1,Cytosol
WIPI2,Cytosol
WIZ,Nuclear
WNK1,Cytosol
WNK2,Cytosol
WRAP53,Cytosol
WRNIP1,Nuclear
WTAP,Nuclear
WWC1,Cytosol
WWC3,Cytosol
WWOX,Secretory
WWP1,Secretory
WWP2,Secretory
WWTR1,Cytosol
XAB2,Nuclear
XIAP,Cytosol
XPA,Nuclear
XPC,Nuclear
XPNPEP1,Cytosol
XPNPEP3,Mitochondria
XPO1,Cytosol
XPO4,Cytosol
XPO5,Cytosol
XPO6,Cytosol
XPO7,Cytosol
XPOT,Cytosol
XRCC1,Nuclear
XRCC4,Nuclear
XRCC5,Nuclear
XRCC6,Nuclear
XRN2,Nuclear
XYLB,Cytosol
YAP1,Cytosol
YARS2,Mitochondria
YBX1,Nuclear
YBX2,Nuclear
YEATS2,Nuclear
YEATS4,Nuclear
YES1,Secretory
YIPF3,Secretory
YIPF4,Secretory
YKT6,Cytosol
YLPM1,Nuclear
YME1L1,Mitochondria
YPEL5,Cytosol
YRDC,Cytosol
YTHDC1,Nuclear
YTHDC2,Nuclear
YTHDF1,Nuclear
YTHDF2,Cytosol
YTHDF3,Cytosol
YWHAB,Cytosol
YWHAE,Cytosol
YWHAG,Cytosol
YWHAH,Cytosol
YWHAQ,Cytosol
YWHAZ,Cytosol
YY1,Nuclear
YY1AP1,Nuclear
YY2,Nuclear
ZADH2,Mitochondria
ZBED1,Nuclear
ZBTB7A,Nuclear
ZBTB7B,Nuclear
ZC3H10,Nuclear
ZC3H11A,Nuclear
ZC3H12A,Cytosol
ZC3H14,Nuclear
ZC3H15,Nuclear
ZC3H18,Nuclear
ZC3H4,Nuclear
ZC3H6,Nuclear
ZC3H7A,Nuclear
ZC3H7B,Nuclear
ZC3H8,Nuclear
ZC3HAV1,Secretory
ZC3HAV1L,Cytosol
ZC3HC1,Nuclear
ZCCHC17,Nuclear
ZCCHC3,Nuclear
ZCCHC8,Nuclear
ZCRB1,Nuclear
ZDHHC13,Secretory
ZDHHC5,Secretory
ZFAND1,Cytosol
ZFAND2B,Cytosol
ZFAND3,Nuclear
ZFAND6,Cytosol
ZFP36L2,Cytosol
ZFP91,Nuclear
ZFPL1,Secretory
ZFR,Nuclear
ZFYVE1,Cytosol
ZFYVE16,Cytosol
ZFYVE19,Cytosol
ZFYVE21,Cytosol
ZFYVE26,Cytosol
ZGPAT,Nuclear
ZHX1,Nuclear
ZHX2,Nuclear
ZHX3,Nuclear
ZMAT2,Nuclear
ZMIZ1,Nuclear
ZMIZ2,Nuclear
ZMPSTE24,Secretory
ZMYM2,Nuclear
ZMYM3,Nuclear
ZMYM4,Nuclear
ZMYND11,Nuclear
ZMYND8,Nuclear
ZNF12,Nuclear
ZNF121,Cytosol
ZNF143,Nuclear
ZNF146,Nuclear
ZNF148,Nuclear
ZNF185,Nuclear
ZNF207,Nuclear
ZNF217,Nuclear
ZNF24,Nuclear
ZNF28,Nuclear
ZNF280C,Nuclear
ZNF280D,Nuclear
ZNF281,Secretory
ZNF3,Nuclear
ZNF318,Nuclear
ZNF326,Nuclear
ZNF330,Cytosol
ZNF346,Nuclear
ZNF384,Nuclear
ZNF385A,Nuclear
ZNF451,Nuclear
ZNF460,Nuclear
ZNF552,Nuclear
ZNF574,Nuclear
ZNF579,Nuclear
ZNF592,Nuclear
ZNF593,Nuclear
ZNF598,Cytosol
ZNF607,Nuclear
ZNF622,Nuclear
ZNF624,Nuclear
ZNF629,Nuclear
ZNF638,Nuclear
ZNF652,Nuclear
ZNF687,Nuclear
ZNF703,Nuclear
ZNF706,Cytosol
ZNF740,Nuclear
ZNF787,Nuclear
ZNF814,Nuclear
ZNF830,Nuclear
ZNF845,Nuclear
ZNFX1,Cytosol
ZNHIT6,Nuclear
ZNRF2,Cytosol
ZRANB2,Nuclear
ZSCAN18,Nuclear
ZW10,Secretory
ZWILCH,Cytosol
ZYG11B,Cytosol
ZYX,Cytosol
ZZEF1,Cytosol
