Protein,Localization
PEX11A,Secretory
PEX11B,Secretory
PEX13,Secretory
PEX14,Secretory
PEX16,Secretory
PEX19,Cytosol
PEX2,Secretory
PEX26,Secretory
PEX5,Cytosol
PEX6,Secretory
PFAS,Cytosol
PFDN1,Cytosol
PFDN2,Cytosol
PFDN4,Cytosol
PFDN5,Cytosol
PFDN6,Cytosol
PFKFB2,Cytosol
PFKFB3,Nuclear
PFKFB4,Cytosol
PFKL,Cytosol
PFKM,Cytosol
PFKP,Cytosol
PFN1,Cytosol
PFN2,Cytosol
PGAM1,Cytosol
PGAM5,Mitochondria
PGAP1,Secretory
PGAP2,Secretory
PGAP3,Secretory
PGD,Cytosol
PGGT1B,Cytosol
PGK1,Cytosol
PGK2,Cytosol
PGLS,Cytosol
PGLYRP2,Cytosol
PGM1,Cytosol
PGM2,Cytosol
PGM2L1,Cytosol
PGM3,Cytosol
PGM5,Cytosol
PGP,Cytosol
PGPEP1,Cytosol
PGR,Cytosol
PGRMC1,Secretory
PGRMC2,Secretory
PHACTR2,Cytosol
PHACTR4,Cytosol
PHAX,Nuclear
PHB,Mitochondria
PHB2,Mitochondria
PHC1,Nuclear
PHC2,Nuclear
PHC3,Nuclear
PHF1,Nuclear
PHF10,Nuclear
PHF11,Nuclear
PHF12,Nuclear
PHF14,Nuclear
PHF2,Nuclear
PHF20,Nuclear
PHF20L1,Nuclear
PHF21A,Nuclear
PHF23,Nuclear
PHF3,Nuclear
PHF5A,Nuclear
PHF6,Nuclear
PHGDH,Cytosol
PHIP,Nuclear
PHKA1,Cytosol
PHKA2,Cytosol
PHKB,Cytosol
PHKG2,Cytosol
PHLDA2,Cytosol
PHLDA3,Cytosol
PHLDB3,Cytosol
PHLPP1,Cytosol
PHOSPHO2,Cytosol
PHPT1,Cytosol
PHRF1,Nuclear
PHYH,Secretory
PHYKPL,Cytosol
PI4K2A,Secretory
PI4K2B,Secretory
PI4KA,Secretory
PI4KB,Cytosol
PIAS4,Nuclear
PIBF1,Nuclear
PICALM,Cytosol
PICK1,Cytosol
PIEZO1,Secretory
PIGA,Secretory
PIGB,Secretory
PIGG,Secretory
PIGH,Secretory
PIGK,Secretory
PIGL,Secretory
PIGM,Secretory
PIGN,Secretory
PIGO,Secretory
PIGQ,Secretory
PIGS,Secretory
PIGT,Secretory
PIGU,Secretory
PIGW,Secretory
PIGX,Secretory
PIH1D1,Cytosol
PIK3C2A,Cytosol
PIK3C2B,Cytosol
PIK3C3,Cytosol
PIK3CA,Cytosol
PIK3CB,Cytosol
PIK3R1,Cytosol
PIK3R3,Cytosol
PIK3R4,Cytosol
PIKFYVE,Cytosol
PIN1,Cytosol
PIN4,Cytosol
PINX1,Nuclear
PIP4K2A,Cytosol
PIP4K2B,Cytosol
PIP4K2C,Cytosol
PIP5K1A,Secretory
PIP5K1C,Secretory
PIR,Cytosol
PITHD1,Cytosol
PITPNA,Cytosol
PITPNB,Cytosol
PITPNC1,Cytosol
PITPNM1,Cytosol
PITPNM2,Secretory
PITRM1,Mitochondria
PJA1,Cytosol
PJA2,Cytosol
PKD2,Secretory
PKIB,Cytosol
PKIG,Cytosol
PKLR,Cytosol
PKM,Cytosol
PKMYT1,Secretory
PKN1,Cytosol
PKN2,Cytosol
PKN3,Secretory
PKNOX1,Nuclear
PKP1,Nuclear
PKP2,Mitochondria
PKP3,Secretory
PKP4,Mitochondria
PLA2G12A,Secretory
PLA2G15,Nuclear
PLA2G16,Cytosol
PLAA,Cytosol
PLAU,Secretory
PLAUR,Secretory
PLBD2,Secretory
PLCB1,Cytosol
PLCB3,Cytosol
PLCD1,Secretory
PLCD3,Secretory
PLCG1,Cytosol
PLCG2,Cytosol
PLCH1,Secretory
PLCXD3,Cytosol
PLD1,Secretory
PLD2,Secretory
PLEK,Secretory
PLEK2,Cytosol
PLEKHA1,Cytosol
PLEKHA2,Cytosol
PLEKHA6,Mitochondria
PLEKHA8,Cytosol
PLEKHB1,Cytosol
PLEKHB2,Secretory
PLEKHD1,Nuclear
PLEKHF1,Cytosol
PLEKHF2,Cytosol
PLEKHG2,Cytosol
PLEKHG3,Secretory
PLEKHG5,Cytosol
PLEKHH3,Secretory
PLEKHJ1,Cytosol
PLEKHM2,Cytosol
PLEKHN1,Secretory
PLEKHO2,Cytosol
PLEKHS1,Cytosol
PLGRKT,Mitochondria
PLIN3,Cytosol
PLOD1,Secretory
PLOD3,Secretory
PLP2,Secretory
PLRG1,Nuclear
PLS1,Cytosol
PLS3,Cytosol
PLSCR1,Secretory
PLXDC2,Secretory
PLXNA1,Secretory
PLXNA2,Secretory
PLXNA3,Secretory
PLXNB1,Secretory
PLXNB2,Secretory
PLXND1,Secretory
PM20D2,Cytosol
PMEPA1,Secretory
PML,Nuclear
PMM1,Cytosol
PMM2,Cytosol
PMPCA,Mitochondria
PMPCB,Mitochondria
PMS1,Nuclear
PMS2,Nuclear
PMVK,Cytosol
PNISR,Nuclear
PNKD,Secretory
PNKP,Nuclear
PNMA1,Cytosol
PNN,Nuclear
PNO1,Nuclear
PNP,Cytosol
PNPLA4,Mitochondria
PNPLA6,Secretory
PNPLA8,Mitochondria
PNPO,Cytosol
PNPT1,Mitochondria
POC1A,Secretory
POC1B,Secretory
POC5,Cytosol
PODXL,Secretory
PODXL2,Secretory
POF1B,Cytosol
POFUT2,Secretory
POGK,Nuclear
POGLUT1,Secretory
POGZ,Nuclear
POLA1,Nuclear
POLA2,Nuclear
POLB,Nuclear
POLD1,Nuclear
POLD2,Nuclear
POLD3,Nuclear
POLD4,Nuclear
POLDIP2,Mitochondria
POLDIP3,Nuclear
POLE,Nuclear
POLE2,Nuclear
POLE4,Cytosol
POLG,Mitochondria
POLG2,Mitochondria
POLI,Cytosol
POLK,Nuclear
POLL,Nuclear
POLR1A,Nuclear
POLR1B,Nuclear
POLR1C,Cytosol
POLR1D,Cytosol
POLR1E,Nuclear
POLR2A,Nuclear
POLR2B,Nuclear
POLR2C,Nuclear
POLR2D,Nuclear
POLR2E,Nuclear
POLR2F,Nuclear
POLR2G,Nuclear
POLR2H,Cytosol
POLR2K,Nuclear
POLR2L,Nuclear
POLR3A,Nuclear
POLR3B,Nuclear
POLR3C,Nuclear
POLR3D,Nuclear
POLR3E,Nuclear
POLR3F,Nuclear
POLR3G,Nuclear
POLR3H,Nuclear
POLR3K,Cytosol
POLRMT,Secretory
POM121,Nuclear
POMGNT1,Secretory
POMGNT2,Secretory
POMK,Secretory
POMP,Cytosol
POMT1,Secretory
POMT2,Secretory
PON1,Cytosol
PON2,Secretory
POP1,Nuclear
POP4,Nuclear
POP5,Nuclear
POP7,Cytosol
POR,Secretory
POSTN,Secretory
POT1,Cytosol
POTEF,Cytosol
POTEI,Cytosol
POU2F1,Nuclear
PPA1,Cytosol
PPAP2A,Secretory
PPAP2B,Secretory
PPAP2C,Secretory
PPAPDC1B,Secretory
PPAPDC2,Secretory
PPARD,Nuclear
PPAT,Cytosol
PPCDC,Cytosol
PPCS,Cytosol
PPFIA1,Cytosol
PPFIA3,Cytosol
PPFIBP1,Secretory
PPFIBP2,Cytosol
PPHLN1,Nuclear
PPIA,Cytosol
PPIB,Secretory
PPID,Cytosol
PPIE,Nuclear
PPIF,Mitochondria
PPIG,Nuclear
PPIH,Nuclear
PPIL1,Cytosol
PPIL2,Nuclear
PPIL3,Cytosol
PPIL4,Nuclear
PPIP5K2,Cytosol
PPL,Cytosol
PPM1A,Cytosol
PPM1B,Cytosol
PPM1D,Nuclear
PPM1F,Cytosol
PPM1G,Nuclear
PPM1H,Cytosol
PPM1K,Secretory
PPM1L,Secretory
PPME1,Cytosol
PPOX,Mitochondria
PPP1CA,Cytosol
PPP1CB,Cytosol
PPP1R10,Nuclear
PPP1R11,Cytosol
PPP1R12A,Cytosol
PPP1R12B,Cytosol
PPP1R12C,Cytosol
PPP1R13B,Cytosol
PPP1R13L,Cytosol
PPP1R14B,Cytosol
PPP1R16A,Secretory
PPP1R18,Nuclear
PPP1R2,Cytosol
PPP1R21,Cytosol
PPP1R35,Cytosol
PPP1R37,Cytosol
PPP1R3B,Nuclear
PPP1R3D,Cytosol
PPP1R7,Cytosol
PPP1R8,Nuclear
PPP1R9A,Secretory
PPP1R9B,Secretory
PPP2CB,Cytosol
PPP2R1A,Cytosol
PPP2R1B,Cytosol
PPP2R2A,Cytosol
PPP2R2D,Cytosol
PPP2R3A,Cytosol
PPP2R4,Cytosol
PPP2R5A,Cytosol
PPP2R5B,Cytosol
PPP2R5C,Cytosol
PPP2R5D,Cytosol
PPP2R5E,Cytosol
PPP3CA,Cytosol
PPP3CB,Cytosol
PPP3CC,Cytosol
PPP3R1,Cytosol
PPP4C,Cytosol
PPP4R1,Cytosol
PPP4R2,Nuclear
PPP5C,Cytosol
PPP6C,Cytosol
PPP6R1,Cytosol
PPP6R2,Cytosol
PPP6R3,Cytosol
PPT1,Nuclear
PPTC7,Mitochondria
PPWD1,Nuclear
PQBP1,Nuclear
PQLC1,Secretory
PRADC1,Mitochondria
PRAF2,Secretory
PRC1,Nuclear
PRCC,Nuclear
PRDM10,Nuclear
PRDM11,Cytosol
PRDM15,Nuclear
PRDM2,Nuclear
PRDX1,Cytosol
PRDX2,Cytosol
PRDX3,Mitochondria
PRDX4,Secretory
PRDX5,Cytosol
PRDX6,Cytosol
PREB,Secretory
PREP,Cytosol
PREPL,Cytosol
PREX1,Cytosol
PRG4,Secretory
PRICKLE2,Secretory
PRIM2,Nuclear
PRIMPOL,Cytosol
PRKAA1,Cytosol
PRKAB1,Cytosol
PRKAB2,Cytosol
PRKACA,Cytosol
PRKACB,Cytosol
PRKACG,Cytosol
PRKAG1,Cytosol
PRKAG2,Cytosol
PRKAR1A,Cytosol
PRKAR1B,Cytosol
PRKAR2A,Cytosol
PRKAR2B,Cytosol
PRKCA,Cytosol
PRKCD,Cytosol
PRKCE,Cytosol
PRKCH,Secretory
PRKCI,Cytosol
PRKCSH,Nuclear
PRKCZ,Cytosol
PRKD1,Cytosol
PRKD2,Cytosol
PRKD3,Cytosol
PRKDC,Nuclear
PRKRA,Nuclear
PRKRIP1,Nuclear
PRKRIR,Nuclear
PRKX,Cytosol
PRLR,Secretory
PRMT2,Cytosol
PRMT3,Cytosol
PRMT5,Cytosol
PRMT6,Nuclear
PRMT7,Cytosol
PRNP,Secretory
PROC,Cytosol
PROCR,Cytosol
PRODH,Mitochondria
PROM2,Secretory
PROS1,Cytosol
PROSC,Cytosol
PROSER2,Cytosol
PRPF18,Nuclear
PRPF19,Nuclear
PRPF3,Nuclear
PRPF31,Nuclear
PRPF38A,Nuclear
PRPF38B,Nuclear
PRPF39,Nuclear
PRPF4,Nuclear
PRPF40A,Nuclear
PRPF40B,Nuclear
PRPF4B,Nuclear
PRPF6,Nuclear
PRPF8,Nuclear
PRPS1,Cytosol
PRPS2,Cytosol
PRPSAP1,Cytosol
PRPSAP2,Cytosol
PRR12,Nuclear
PRR14,Nuclear
PRR14L,Nuclear
PRR15,Cytosol
PRRC1,Cytosol
PRRC2A,Nuclear
PRRC2B,Nuclear
PRRC2C,Nuclear
PRSS23,Secretory
PRSS8,Secretory
PRTFDC1,Cytosol
PRUNE,Cytosol
PSAP,Secretory
PSD3,Cytosol
PSD4,Cytosol
PSEN1,Secretory
PSEN2,Secretory
PSIP1,Nuclear
PSMA1,Cytosol
PSMA3,Cytosol
PSMA4,Cytosol
PSMA5,Cytosol
PSMA6,Cytosol
PSMA7,Cytosol
PSMB1,Cytosol
PSMB10,Cytosol
PSMB2,Cytosol
PSMB3,Cytosol
PSMB4,Cytosol
PSMB5,Cytosol
PSMB6,Cytosol
PSMB7,Cytosol
PSMC1,Cytosol
PSMC2,Cytosol
PSMC3,Cytosol
PSMC4,Cytosol
PSMC5,Cytosol
PSMC6,Cytosol
PSMD1,Cytosol
PSMD10,Cytosol
PSMD11,Cytosol
PSMD12,Cytosol
PSMD13,Cytosol
PSMD14,Cytosol
PSMD2,Cytosol
PSMD3,Cytosol
PSMD4,Cytosol
PSMD5,Cytosol
PSMD6,Cytosol
PSMD7,Cytosol
PSMD8,Cytosol
PSMD9,Cytosol
PSME1,Cytosol
PSME2,Cytosol
PSME3,Nuclear
PSME4,Cytosol
PSMF1,Cytosol
PSMG1,Cytosol
PSMG2,Cytosol
PSMG3,Cytosol
PSMG4,Cytosol
PSPC1,Nuclear
PSPH,Cytosol
PSTPIP2,Cytosol
PTAR1,Cytosol
PTBP1,Nuclear
PTBP2,Nuclear
PTCD2,Mitochondria
PTCD3,Secretory
PTDSS1,Secretory
PTDSS2,Secretory
PTEN,Cytosol
PTER,Cytosol
PTGES,Secretory
PTGES2,Mitochondria
PTGES3,Cytosol
PTGFRN,Secretory
PTGR1,Cytosol
PTGR2,Cytosol
PTK2,Cytosol
PTK2B,Cytosol
PTK6,Cytosol
PTK7,Secretory
PTP4A2,Cytosol
PTP4A3,Secretory
PTPLAD1,Secretory
PTPLB,Secretory
PTPMT1,Mitochondria
PTPN1,Secretory
PTPN11,Cytosol
PTPN12,Cytosol
PTPN13,Secretory
PTPN14,Cytosol
PTPN18,Cytosol
PTPN21,Secretory
PTPN23,Cytosol
PTPN6,Cytosol
PTPRA,Secretory
PTPRE,Secretory
PTPRF,Secretory
PTPRG,Secretory
PTPRJ,Secretory
PTPRK,Secretory
PTPRS,Secretory
PTRF,Secretory
PTRH1,Nuclear
PTRH2,Secretory
PTRHD1,Cytosol
PTS,Cytosol
PTTG1IP,Secretory
PUF60,Nuclear
PUM2,Nuclear
PURA,Nuclear
PURB,Nuclear
PUS1,Nuclear
PUS10,Nuclear
PUS3,Nuclear
PUS7,Nuclear
PUS7L,Nuclear
PUSL1,Secretory
PVR,Secretory
PVRL2,Secretory
PVRL4,Secretory
PWP1,Nuclear
PWP2,Nuclear
PWWP2A,Nuclear
PWWP2B,Nuclear
PXDN,Secretory
PXK,Cytosol
PXN,Cytosol
PYCARD,Cytosol
PYCR1,Mitochondria
PYCR2,Mitochondria
PYCRL,Cytosol
PYGB,Cytosol
PYGL,Cytosol
PYGM,Cytosol
PYGO2,Nuclear
PYROXD1,Cytosol
PYROXD2,Mitochondria
PZP,Cytosol
QARS,Cytosol
QDPR,Cytosol
QKI,Nuclear
QPCTL,Secretory
QPRT,Cytosol
QRICH1,Nuclear
QRSL1,Mitochondria
QSER1,Nuclear
QSOX1,Secretory
QSOX2,Secretory
QTRT1,Cytosol
QTRTD1,Cytosol
R3HCC1,Cytosol
R3HCC1L,Cytosol
R3HDM1,Cytosol
R3HDM2,Cytosol
R3HDM4,Cytosol
RAB10,Secretory
RAB11A,Secretory
RAB11B,Secretory
RAB11FIP1,Secretory
RAB11FIP2,Secretory
RAB11FIP3,Nuclear
RAB11FIP4,Nuclear
RAB12,Secretory
RAB13,Secretory
RAB14,Secretory
RAB15,Secretory
RAB17,Secretory
RAB18,Secretory
RAB1A,Secretory
RAB1B,Secretory
RAB20,Secretory
RAB21,Secretory
RAB22A,Secretory
RAB23,Secretory
RAB24,Secretory
RAB25,Secretory
RAB26,Secretory
RAB27A,Secretory
RAB27B,Secretory
RAB28,Cytosol
RAB2A,Secretory
RAB2B,Secretory
RAB30,Secretory
RAB31,Secretory
RAB32,Secretory
RAB33B,Secretory
RAB35,Secretory
RAB36,Secretory
RAB37,Cytosol
RAB39B,Secretory
RAB3A,Secretory
RAB3B,Secretory
RAB3D,Secretory
RAB3GAP1,Cytosol
RAB3GAP2,Cytosol
RAB3IL1,Cytosol
RAB3IP,Cytosol
RAB40C,Cytosol
RAB43,Secretory
RAB4A,Secretory
RAB5A,Secretory
RAB5B,Secretory
RAB5C,Secretory
RAB6A,Secretory
RAB6B,Secretory
RAB7A,Secretory
RAB8A,Secretory
RAB8B,Secretory
RAB9A,Secretory
RAB9B,Secretory
RABAC1,Secretory
RABEP1,Cytosol
RABEP2,Cytosol
RABEPK,Cytosol
RABGAP1,Cytosol
RABGAP1L,Cytosol
RABGGTA,Cytosol
RABGGTB,Cytosol
RABIF,Cytosol
RABL3,Secretory
RABL6,Cytosol
RAC1,Cytosol
RAD1,Nuclear
RAD18,Nuclear
RAD21,Nuclear
RAD23A,Cytosol
RAD23B,Cytosol
RAD50,Nuclear
RAD51AP1,Nuclear
RAD51C,Cytosol
RAD54B,Nuclear
RAD54L2,Nuclear
RAD9A,Nuclear
RAE1,Cytosol
RAF1,Cytosol
RAI1,Nuclear
RAI14,Secretory
RALA,Secretory
RALB,Secretory
RALBP1,Cytosol
RALGAPA1,Cytosol
RALGAPA2,Cytosol
RALGAPB,Cytosol
RALGPS2,Cytosol
RALY,Nuclear
RALYL,Nuclear
RAN,Cytosol
RANBP1,Cytosol
RANBP10,Cytosol
RANBP2,Nuclear
RANBP3,Nuclear
RANBP6,Mitochondria
RANBP9,Cytosol
RANGAP1,Cytosol
RAP1A,Secretory
RAP1B,Secretory
RAP1GAP,Cytosol
RAP1GAP2,Cytosol
RAP1GDS1,Cytosol
RAP2A,Secretory
RAP2B,Secretory
RAP2C,Secretory
RAPGEF1,Cytosol
RAPGEF2,Cytosol
RAPH1,Cytosol
RARA,Nuclear
RARG,Cytosol
RARS,Cytosol
RARS2,Mitochondria
RASA1,Cytosol
RASA2,Cytosol
RASAL1,Cytosol
RASAL2,Cytosol
RASEF,Secretory
RASSF1,Cytosol
RAVER2,Nuclear
RB1,Nuclear
RB1CC1,Cytosol
RBAK,Nuclear
RBBP4,Nuclear
RBBP5,Nuclear
RBBP6,Nuclear
RBBP7,Nuclear
RBBP8,Nuclear
RBBP8NL,Nuclear
RBBP9,Cytosol
RBCK1,Cytosol
RBFA,Mitochondria
RBFOX2,Nuclear
RBKS,Cytosol
RBL2,Nuclear
RBM10,Nuclear
RBM12,Nuclear
RBM12B,Nuclear
RBM14,Nuclear
RBM15,Nuclear
RBM15B,Nuclear
RBM17,Nuclear
RBM18,Nuclear
RBM19,Nuclear
RBM22,Nuclear
RBM25,Nuclear
RBM26,Nuclear
RBM27,Nuclear
RBM28,Nuclear
RBM3,Nuclear
RBM33,Nuclear
RBM34,Nuclear
RBM39,Nuclear
RBM42,Nuclear
RBM43,Secretory
RBM45,Nuclear
RBM47,Nuclear
RBM48,Nuclear
RBM4B,Nuclear
RBM5,Nuclear
RBM6,Nuclear
RBM7,Nuclear
RBMS1,Nuclear
RBMS2,Nuclear
RBMS3,Nuclear
RBMX,Nuclear
RBMX2,Nuclear
RBMXL1,Nuclear
RBP1,Cytosol
RBP4,Cytosol
RBP7,Cytosol
RBPJ,Nuclear
RBPMS,Cytosol
RBX1,Cytosol
RC3H2,Nuclear
RCAN3,Cytosol
RCBTB1,Cytosol
RCC1,Nuclear
RCC2,Nuclear
RCCD1,Cytosol
RCE1,Secretory
RCHY1,Cytosol
RCL1,Nuclear
RCN1,Nuclear
RCN2,Secretory
RCOR1,Nuclear
RCOR2,Nuclear
RCOR3,Nuclear
RDH10,Secretory
RDH11,Secretory
RDH13,Mitochondria
RDH14,Secretory
RDX,Cytosol
RECQL,Nuclear
RECQL4,Nuclear
RECQL5,Nuclear
REEP3,Secretory
REEP4,Secretory
REEP5,Secretory
REEP6,Secretory
REL,Cytosol
RELA,Cytosol
RELB,Cytosol
RELL1,Secretory
REPIN1,Nuclear
REPS1,Cytosol
REPS2,Cytosol
RER1,Secretory
RERE,Nuclear
RERG,Cytosol
REST,Nuclear
RET,Secretory
RETSAT,Secretory
REXO1,Nuclear
REXO2,Cytosol
REXO4,Nuclear
RFC1,Nuclear
RFC2,Nuclear
RFC4,Nuclear
RFFL,Secretory
RFK,Cytosol
RFNG,Secretory
RFT1,Secretory
RFTN1,Secretory
RFWD2,Nuclear
RFX1,Nuclear
RFX3,Nuclear
RFX5,Nuclear
RFX7,Nuclear
RGL2,Cytosol
RGP1,Cytosol
RGS10,Cytosol
RGS12,Cytosol
RGS19,Secretory
RGS3,Cytosol
RHBDD1,Secretory
RHBDD2,Secretory
RHBDD3,Secretory
RHBDF1,Secretory
RHBDF2,Secretory
RHEB,Cytosol
RHOA,Cytosol
RHOB,Secretory
RHOBTB3,Secretory
RHOC,Nuclear
RHOF,Secretory
RHOG,Secretory
RHOQ,Secretory
RHOT1,Mitochondria
RHOT2,Mitochondria
RHPN2,Cytosol
RIC8A,Cytosol
RIC8B,Cytosol
RICTOR,Cytosol
RIF1,Nuclear
RILPL1,Cytosol
RIN1,Cytosol
RIN2,Cytosol
RIN3,Cytosol
RING1,Nuclear
RINT1,Secretory
RIOK1,Cytosol
RIOK2,Cytosol
RIOK3,Cytosol
RIPK1,Cytosol
RIPK2,Cytosol
RIT1,Cytosol
RLF,Nuclear
RLIM,Nuclear
RLTPR,Cytosol
RMDN1,Nuclear
RMDN2,Mitochondria
RMDN3,Mitochondria
RMI1,Nuclear
RMI2,Cytosol
RMND1,Mitochondria
RMND5A,Cytosol
RNASE1,Nuclear
RNASE4,Cytosol
RNASEH1,Nuclear
RNASEH2A,Cytosol
RNASEH2B,Nuclear
RNASEH2C,Nuclear
RNASEL,Cytosol
RNASET2,Nuclear
RND3,Secretory
RNF11,Secretory
RNF113A,Nuclear
RNF114,Cytosol
RNF123,Cytosol
RNF126,Cytosol
RNF13,Secretory
RNF130,Secretory
RNF135,Cytosol
RNF138,Nuclear
RNF139,Secretory
RNF14,Cytosol
RNF141,Cytosol
RNF145,Secretory
RNF146,Cytosol
RNF149,Secretory
RNF166,Cytosol
RNF167,Secretory
RNF168,Nuclear
RNF169,Nuclear
RNF170,Secretory
RNF181,Cytosol
RNF185,Secretory
RNF2,Nuclear
RNF20,Nuclear
RNF213,Cytosol
RNF214,Cytosol
RNF216,Nuclear
RNF219,Nuclear
RNF220,Nuclear
RNF25,Cytosol
RNF31,Cytosol
RNF34,Cytosol
RNF40,Nuclear
RNF41,Cytosol
RNF5,Secretory
RNF6,Nuclear
RNFT1,Secretory
RNGTT,Nuclear
RNH1,Cytosol
RNLS,Cytosol
RNMT,Nuclear
RNMTL1,Secretory
RNPC3,Nuclear
RNPEP,Cytosol
RNPS1,Nuclear
ROBO1,Secretory
ROCK1,Cytosol
ROCK2,Cytosol
ROGDI,Cytosol
RP2,Secretory
RP9,Nuclear
RPA1,Nuclear
RPA2,Nuclear
RPA3,Nuclear
RPAIN,Nuclear
RPAP1,Cytosol
RPAP2,Cytosol
RPAP3,Cytosol
RPE,Cytosol
RPF1,Nuclear
RPF2,Nuclear
RPGR,Cytosol
RPIA,Cytosol
RPL10,Nuclear
RPL10A,Nuclear
RPL11,Nuclear
RPL12,Nuclear
RPL13,Nuclear
RPL13A,Nuclear
RPL14,Nuclear
RPL15,Nuclear
RPL18,Nuclear
RPL18A,Nuclear
RPL19,Nuclear
RPL21,Nuclear
RPL22,Nuclear
RPL23,Secretory
RPL23A,Nuclear
RPL24,Nuclear
RPL26,Nuclear
RPL27,Nuclear
RPL27A,Nuclear
RPL28,Nuclear
RPL29,Nuclear
RPL3,Nuclear
RPL30,Nuclear
RPL31,Nuclear
RPL32,Nuclear
RPL34,Nuclear
RPL35,Nuclear
RPL35A,Nuclear
RPL36,Nuclear
RPL36AL,Nuclear
RPL37,Nuclear
RPL37A,Nuclear
RPL38,Secretory
RPL3L,Nuclear
RPL4,Nuclear
RPL5,Nuclear
RPL6,Nuclear
RPL7,Nuclear
RPL7A,Nuclear
RPL7L1,Nuclear
RPL8,Nuclear
RPL9,Nuclear
RPLP0,Nuclear
RPLP1,Nuclear
RPLP2,Nuclear
RPN1,Secretory
RPN2,Secretory
RPP14,Nuclear
RPP25,Nuclear
RPP25L,Nuclear
RPP30,Nuclear
RPP38,Nuclear
RPP40,Nuclear
RPRD1A,Nuclear
RPRD1B,Nuclear
RPRD2,Nuclear
RPS10,Nuclear
RPS11,Nuclear
RPS12,Nuclear
RPS13,Nuclear
RPS14,Nuclear
RPS15,Nuclear
RPS15A,Nuclear
RPS16,Nuclear
RPS18,Nuclear
RPS19,Nuclear
RPS19BP1,Nuclear
RPS2,Nuclear
RPS20,Nuclear
RPS21,Nuclear
RPS23,Nuclear
RPS24,Nuclear
RPS25,Nuclear
RPS26,Nuclear
RPS27,Secretory
RPS27A,Nuclear
RPS27L,Secretory
RPS28,Nuclear
RPS29,Nuclear
RPS3,Nuclear
RPS3A,Nuclear
RPS4X,Nuclear
RPS5,Nuclear
RPS6,Nuclear
RPS6KA1,Cytosol
RPS6KA3,Cytosol
RPS6KA4,Nuclear
RPS6KA5,Nuclear
RPS6KB1,Cytosol
RPS6KB2,Cytosol
RPS6KC1,Cytosol
RPS7,Nuclear
RPS8,Nuclear
RPSA,Nuclear
RPUSD1,Cytosol
RPUSD2,Nuclear
RPUSD4,Secretory
RQCD1,Nuclear
RRAGA,Secretory
RRAS,Secretory
RRAS2,Secretory
RRBP1,Secretory
RREB1,Nuclear
RRM1,Cytosol
RRM2,Cytosol
RRM2B,Cytosol
RRN3,Cytosol
RRP1,Nuclear
RRP12,Nuclear
RRP15,Nuclear
RRP1B,Nuclear
RRP36,Nuclear
RRP7A,Nuclear
RRP8,Nuclear
RRP9,Nuclear
RRS1,Nuclear
RSAD1,Mitochondria
RSBN1,Nuclear
RSBN1L,Nuclear
RSF1,Nuclear
RSL1D1,Nuclear
RSL24D1,Nuclear
RSPRY1,Secretory
RSRC1,Nuclear
RSRC2,Nuclear
RSU1,Cytosol
RTCA,Cytosol
RTCB,Nuclear
RTF1,Nuclear
RTFDC1,Nuclear
RTKN,Cytosol
RTN1,Secretory
RTN3,Secretory
RTN4,Secretory
RTN4IP1,Mitochondria
RTN4RL2,Secretory
RTTN,Cytosol
RUFY1,Cytosol
RUFY3,Cytosol
RUNDC1,Secretory
RUNX2,Cytosol
RUSC1,Secretory
RUVBL1,Cytosol
RUVBL2,Cytosol
RWDD1,Cytosol
RWDD2A,Cytosol
RWDD3,Cytosol
RWDD4,Cytosol
RXRA,Nuclear
RXRB,Nuclear
RYBP,Nuclear
S100A10,Cytosol
S100A11,Cytosol
S100A13,Cytosol
S100A16,Cytosol
S100A2,Cytosol
S100A4,Cytosol
S100A6,Cytosol
S100A9,Cytosol
S100P,Cytosol
S1PR2,Secretory
SAAL1,Nuclear
SACM1L,Secretory
SACS,Cytosol
SAE1,Nuclear
SAFB,Nuclear
SAFB2,Nuclear
SAMD1,Nuclear
SAMD12,Cytosol
SAMD9,Cytosol
SAMHD1,Nuclear
SAMM50,Mitochondria
SAP130,Nuclear
SAP18,Nuclear
SAP30,Nuclear
SAP30BP,Nuclear
SAP30L,Nuclear
SAR1A,Cytosol
SAR1B,Cytosol
SARS,Cytosol
SART1,Nuclear
SART3,Nuclear
SASH1,Cytosol
SASS6,Cytosol
SAT2,Cytosol
SAYSD1,Secretory
SBDS,Cytosol
SBNO1,Nuclear
SBNO2,Nuclear
SCAF1,Nuclear
SCAF11,Nuclear
SCAF4,Nuclear
SCAF8,Nuclear
SCAI,Nuclear
SCAMP1,Secretory
SCAMP2,Secretory
SCAMP3,Secretory
SCAMP4,Secretory
SCAP,Secretory
SCAPER,Nuclear
SCARA3,Secretory
SCARB1,Secretory
SCARB2,Secretory
SCCPDH,Mitochondria
SCD,Secretory
SCD5,Secretory
SCFD1,Secretory
SCFD2,Secretory
SCIN,Cytosol
SCLT1,Cytosol
SCLY,Nuclear
SCMH1,Nuclear
SCML2,Nuclear
SCO1,Mitochondria
SCO2,Mitochondria
SCOC,Cytosol
SCP2,Secretory
SCRIB,Mitochondria
SCRN1,Cytosol
SCRN2,Cytosol
SCRN3,Cytosol
SCUBE2,Secretory
SCYL1,Cytosol
SCYL2,Cytosol
SDAD1,Nuclear
SDC1,Secretory
SDC2,Secretory
SDC3,Secretory
SDC4,Secretory
SDCBP,Cytosol
SDCCAG3,Nuclear
SDCCAG8,Cytosol
SDE2,Nuclear
SDF2,Secretory
SDF2L1,Secretory
